DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,date,mean
Junagadh,12,24,Gujarat,2001-01-01,5.18E-11
Kachchh,1,24,Gujarat,2001-01-01,8.32E-09
Gandhinagar,6,24,Gujarat,2001-01-01,0.00E+00
Sabar Kantha,5,24,Gujarat,2001-01-01,0.00E+00
Surendranagar,8,24,Gujarat,2001-01-01,0.00E+00
The Dangs,23,24,Gujarat,2001-01-01,0.00E+00
Vadodara,19,24,Gujarat,2001-01-01,0.00E+00
Valsad,25,24,Gujarat,2001-01-01,0.00E+00
Bharuch,21,24,Gujarat,2001-01-01,0.00E+00
Surat,22,24,Gujarat,2001-01-01,0.00E+00
Jamnagar,10,24,Gujarat,2001-01-01,3.38E-08
Kheda,16,24,Gujarat,2001-01-01,0.00E+00
Mahesana,4,24,Gujarat,2001-01-01,0.00E+00
Narmada,20,24,Gujarat,2001-01-01,0.00E+00
Navsari,24,24,Gujarat,2001-01-01,0.00E+00
Panch Mahals,17,24,Gujarat,2001-01-01,0.00E+00
Patan,3,24,Gujarat,2001-01-01,0.00E+00
Porbandar,11,24,Gujarat,2001-01-01,3.13E-09
Rajkot,9,24,Gujarat,2001-01-01,0.00E+00
Daman,2,25,Daman & Diu,2001-01-01,0.00E+00
Diu,1,25,Daman & Diu,2001-01-01,0.00E+00
Hingoli,16,27,Maharashtra,2001-01-01,3.25E-08
Aurangabad,19,27,Maharashtra,2001-01-01,7.39E-07
Ahmadnagar,26,27,Maharashtra,2001-01-01,1.88E-07
Akola,5,27,Maharashtra,2001-01-01,5.49E-07
Amravati,7,27,Maharashtra,2001-01-01,3.55E-07
Bid,27,27,Maharashtra,2001-01-01,4.43E-09
Bhandara,10,27,Maharashtra,2001-01-01,5.36E-07
Buldana,4,27,Maharashtra,2001-01-01,1.32E-06
Chandrapur,13,27,Maharashtra,2001-01-01,2.07E-07
Dhule,2,27,Maharashtra,2001-01-01,0.00E+00
Gadchiroli,12,27,Maharashtra,2001-01-01,4.36E-07
Gondiya,11,27,Maharashtra,2001-01-01,1.10E-06
Ratnagiri,32,27,Maharashtra,2001-01-01,0.00E+00
Raigarh,24,27,Maharashtra,2001-01-01,0.00E+00
Thane,21,27,Maharashtra,2001-01-01,0.00E+00
Solapur,30,27,Maharashtra,2001-01-01,2.24E-09
Sindhudurg,33,27,Maharashtra,2001-01-01,6.41E-09
Wardha,8,27,Maharashtra,2001-01-01,3.03E-07
Washim,6,27,Maharashtra,2001-01-01,4.80E-07
Yavatmal,14,27,Maharashtra,2001-01-01,2.49E-07
Jalgaon,3,27,Maharashtra,2001-01-01,5.56E-07
Jalna,18,27,Maharashtra,2001-01-01,5.39E-07
Kolhapur,34,27,Maharashtra,2001-01-01,0.00E+00
Latur,28,27,Maharashtra,2001-01-01,4.69E-10
Pune,25,27,Maharashtra,2001-01-01,6.99E-09
Nagpur,9,27,Maharashtra,2001-01-01,5.91E-07
Mumbai,23,27,Maharashtra,2001-01-01,0.00E+00
Mumbai (Suburban),22,27,Maharashtra,2001-01-01,0.00E+00
Nanded,15,27,Maharashtra,2001-01-01,1.02E-07
Nandurbar,1,27,Maharashtra,2001-01-01,0.00E+00
Nashik,20,27,Maharashtra,2001-01-01,2.44E-08
Osmanabad,29,27,Maharashtra,2001-01-01,1.51E-09
Parbhani,17,27,Maharashtra,2001-01-01,1.39E-08
Sangli,35,27,Maharashtra,2001-01-01,0.00E+00
Satara,31,27,Maharashtra,2001-01-01,3.85E-09
Hyderabad,5,28,Andhra Pradesh,2001-01-01,0.00E+00
Anantapur,22,28,Andhra Pradesh,2001-01-01,1.15E-11
Adilabad,1,28,Andhra Pradesh,2001-01-01,3.80E-07
Chittoor,23,28,Andhra Pradesh,2001-01-01,3.53E-07
Cuddapah,20,28,Andhra Pradesh,2001-01-01,1.48E-08
East Godavari,14,28,Andhra Pradesh,2001-01-01,5.85E-07
Karimnagar,3,28,Andhra Pradesh,2001-01-01,4.54E-07
Guntur,17,28,Andhra Pradesh,2001-01-01,3.85E-07
Rangareddi,6,28,Andhra Pradesh,2001-01-01,2.12E-10
Srikakulam,11,28,Andhra Pradesh,2001-01-01,8.26E-07
West Godavari,15,28,Andhra Pradesh,2001-01-01,6.28E-07
Visakhapatnam,13,28,Andhra Pradesh,2001-01-01,8.34E-07
Vizianagaram,12,28,Andhra Pradesh,2001-01-01,3.06E-07
Warangal,9,28,Andhra Pradesh,2001-01-01,7.62E-08
Khammam,10,28,Andhra Pradesh,2001-01-01,4.74E-08
Medak,4,28,Andhra Pradesh,2001-01-01,7.92E-08
Krishna,16,28,Andhra Pradesh,2001-01-01,6.25E-07
Kurnool,21,28,Andhra Pradesh,2001-01-01,1.27E-10
Mahbubnagar,7,28,Andhra Pradesh,2001-01-01,2.37E-09
Nalgonda,8,28,Andhra Pradesh,2001-01-01,4.56E-08
Nellore,19,28,Andhra Pradesh,2001-01-01,7.07E-07
Nizamabad,2,28,Andhra Pradesh,2001-01-01,3.67E-07
Prakasam,18,28,Andhra Pradesh,2001-01-01,8.96E-08
Hassan,23,29,Karnataka,2001-01-01,0.00E+00
Haveri,11,29,Karnataka,2001-01-01,0.00E+00
Bagalkot,2,29,Karnataka,2001-01-01,0.00E+00
Bangalore,20,29,Karnataka,2001-01-01,0.00E+00
Bidar,5,29,Karnataka,2001-01-01,2.83E-09
Bijapur,3,29,Karnataka,2001-01-01,3.24E-12
Belgaum,1,29,Karnataka,2001-01-01,0.00E+00
Bellary,12,29,Karnataka,2001-01-01,2.20E-10
Bangalore Rural,21,29,Karnataka,2001-01-01,0.00E+00
Chamarajanagar,27,29,Karnataka,2001-01-01,0.00E+00
Chikmagalur,17,29,Karnataka,2001-01-01,0.00E+00
Chitradurga,13,29,Karnataka,2001-01-01,2.48E-12
Dakshina Kannada,24,29,Karnataka,2001-01-01,0.00E+00
Davanagere,14,29,Karnataka,2001-01-01,0.00E+00
Dharwad,9,29,Karnataka,2001-01-01,0.00E+00
Gulbarga,4,29,Karnataka,2001-01-01,2.84E-10
Gadag,8,29,Karnataka,2001-01-01,0.00E+00
Shimoga,15,29,Karnataka,2001-01-01,0.00E+00
Tumkur,18,29,Karnataka,2001-01-01,0.00E+00
Udupi,16,29,Karnataka,2001-01-01,0.00E+00
Uttara Kannada,10,29,Karnataka,2001-01-01,6.70E-09
Kodagu,25,29,Karnataka,2001-01-01,0.00E+00
Kolar,19,29,Karnataka,2001-01-01,7.07E-10
Mandya,22,29,Karnataka,2001-01-01,0.00E+00
Koppal,7,29,Karnataka,2001-01-01,0.00E+00
Mysore,26,29,Karnataka,2001-01-01,0.00E+00
Raichur,6,29,Karnataka,2001-01-01,0.00E+00
South Goa,2,30,Goa,2001-01-01,2.58E-08
North Goa,1,30,Goa,2001-01-01,3.72E-09
Idukki,9,32,Kerala,2001-01-01,2.28E-06
Alappuzha,11,32,Kerala,2001-01-01,6.53E-06
Kasaragod,1,32,Kerala,2001-01-01,0.00E+00
Kannur,2,32,Kerala,2001-01-01,2.01E-07
Ernakulam,8,32,Kerala,2001-01-01,1.95E-06
Thrissur,7,32,Kerala,2001-01-01,6.11E-07
Thiruvananthapuram,14,32,Kerala,2001-01-01,7.42E-06
Wayanad,3,32,Kerala,2001-01-01,0.00E+00
Kollam,13,32,Kerala,2001-01-01,6.56E-06
Kottayam,10,32,Kerala,2001-01-01,4.41E-06
Kozhikode,4,32,Kerala,2001-01-01,4.01E-07
Malappuram,5,32,Kerala,2001-01-01,2.68E-07
Palakkad,6,32,Kerala,2001-01-01,2.38E-07
Pathanamthitta,12,32,Kerala,2001-01-01,4.40E-06
Ariyalur,17,33,Tamil Nadu,2001-01-01,3.11E-06
Coimbatore,12,33,Tamil Nadu,2001-01-01,1.55E-07
Cuddalore,18,33,Tamil Nadu,2001-01-01,3.24E-06
Dharmapuri,5,33,Tamil Nadu,2001-01-01,0.00E+00
Dindigul,13,33,Tamil Nadu,2001-01-01,4.54E-07
Erode,10,33,Tamil Nadu,2001-01-01,2.20E-08
Sivaganga,23,33,Tamil Nadu,2001-01-01,2.97E-06
Tiruchirappalli,15,33,Tamil Nadu,2001-01-01,8.85E-07
Tirunelveli,29,33,Tamil Nadu,2001-01-01,6.33E-06
Tiruvannamalai,6,33,Tamil Nadu,2001-01-01,3.41E-07
Thoothukkudi,28,33,Tamil Nadu,2001-01-01,7.85E-06
Theni,25,33,Tamil Nadu,2001-01-01,2.04E-06
Vellore,4,33,Tamil Nadu,2001-01-01,2.87E-07
Viluppuram,7,33,Tamil Nadu,2001-01-01,1.55E-06
Virudhunagar,26,33,Tamil Nadu,2001-01-01,3.70E-06
Chennai,2,33,Tamil Nadu,2001-01-01,8.14E-06
Kancheepuram,3,33,Tamil Nadu,2001-01-01,2.96E-06
Thiruvallur,1,33,Tamil Nadu,2001-01-01,4.22E-06
Thanjavur,21,33,Tamil Nadu,2001-01-01,1.55E-06
Thiruvarur,20,33,Tamil Nadu,2001-01-01,1.65E-06
Nagapattinam,19,33,Tamil Nadu,2001-01-01,3.10E-06
Kanniyakumari,30,33,Tamil Nadu,2001-01-01,7.24E-06
Karur,14,33,Tamil Nadu,2001-01-01,6.67E-07
Madurai,24,33,Tamil Nadu,2001-01-01,2.04E-06
Namakkal,9,33,Tamil Nadu,2001-01-01,0.00E+00
The Nilgiris,11,33,Tamil Nadu,2001-01-01,0.00E+00
Perambalur,16,33,Tamil Nadu,2001-01-01,7.21E-07
Pudukkottai,22,33,Tamil Nadu,2001-01-01,2.11E-06
Ramanathapuram,27,33,Tamil Nadu,2001-01-01,5.37E-06
Salem,8,33,Tamil Nadu,2001-01-01,0.00E+00
Yanam,1,34,Puducherry,2001-01-01,1.45E-06
Karaikal,4,34,Puducherry,2001-01-01,2.01E-06
Mahe,3,34,Puducherry,2001-01-01,7.58E-07
Pondicherry,2,34,Puducherry,2001-01-01,2.76E-06
Nicobars,2,35,Andaman & Nicobar Island,2001-01-01,3.52E-05
Andamans,1,35,Andaman & Nicobar Island,2001-01-01,2.08E-05
Chandigarh,1,4,Chandigarh,2001-02-01,5.60E-06
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,2001-02-01,0.00E+00
Lakshadweep,1,31,Lakshadweep,2001-02-01,1.83E-05
Data Not Available,99,99,Jammu and Kashmir,2001-02-01,8.69E-06
Anantnag,6,1,Jammu and Kashmir,2001-02-01,1.36E-05
Badgam,4,1,Jammu and Kashmir,2001-02-01,1.60E-05
Baramula,2,1,Jammu and Kashmir,2001-02-01,1.13E-05
Doda,9,1,Jammu and Kashmir,2001-02-01,1.07E-05
Srinagar,3,1,Jammu and Kashmir,2001-02-01,1.02E-05
Udhampur,10,1,Jammu and Kashmir,2001-02-01,1.30E-05
Jammu,13,1,Jammu and Kashmir,2001-02-01,8.13E-06
Kargil,8,1,Jammu and Kashmir,2001-02-01,7.48E-06
Kathua,14,1,Jammu and Kashmir,2001-02-01,9.33E-06
Leh (Ladakh),7,1,Jammu and Kashmir,2001-02-01,4.30E-06
Kupwara,1,1,Jammu and Kashmir,2001-02-01,1.22E-05
Punch,11,1,Jammu and Kashmir,2001-02-01,1.91E-05
Pulwama,5,1,Jammu and Kashmir,2001-02-01,1.47E-05
Rajauri,12,1,Jammu and Kashmir,2001-02-01,1.76E-05
Bilaspur,8,2,Himachal Pradesh,2001-02-01,6.12E-06
Chamba,1,2,Himachal Pradesh,2001-02-01,8.97E-06
Hamirpur,6,2,Himachal Pradesh,2001-02-01,6.50E-06
Shimla,11,2,Himachal Pradesh,2001-02-01,9.45E-06
Sirmaur,10,2,Himachal Pradesh,2001-02-01,3.96E-06
Solan,9,2,Himachal Pradesh,2001-02-01,5.91E-06
Una,7,2,Himachal Pradesh,2001-02-01,5.71E-06
Kangra,2,2,Himachal Pradesh,2001-02-01,7.54E-06
Kinnaur,12,2,Himachal Pradesh,2001-02-01,7.69E-06
Lahul & Spiti,3,2,Himachal Pradesh,2001-02-01,7.07E-06
Kullu,4,2,Himachal Pradesh,2001-02-01,9.38E-06
Mandi,5,2,Himachal Pradesh,2001-02-01,9.26E-06
Hoshiarpur,5,3,Punjab,2001-02-01,3.51E-06
Amritsar,2,3,Punjab,2001-02-01,3.25E-06
Firozpur,11,3,Punjab,2001-02-01,5.09E-06
Bathinda,14,3,Punjab,2001-02-01,3.25E-06
Gurdaspur,1,3,Punjab,2001-02-01,5.02E-06
Faridkot,13,3,Punjab,2001-02-01,5.73E-06
Fatehgarh Sahib,8,3,Punjab,2001-02-01,4.76E-06
Rupnagar,7,3,Punjab,2001-02-01,5.59E-06
Jalandhar,4,3,Punjab,2001-02-01,2.31E-06
Kapurthala,3,3,Punjab,2001-02-01,2.52E-06
Ludhiana,9,3,Punjab,2001-02-01,3.43E-06
Mansa,15,3,Punjab,2001-02-01,2.81E-06
Moga,10,3,Punjab,2001-02-01,3.01E-06
Muktsar,12,3,Punjab,2001-02-01,5.16E-06
Nawanshahr,6,3,Punjab,2001-02-01,4.09E-06
Patiala,17,3,Punjab,2001-02-01,3.98E-06
Sangrur,16,3,Punjab,2001-02-01,2.24E-06
Hardwar,13,5,Uttarakhand,2001-02-01,4.62E-06
Bageshwar,8,5,Uttarakhand,2001-02-01,1.03E-05
Almora,9,5,Uttarakhand,2001-02-01,9.05E-06
Chamoli,2,5,Uttarakhand,2001-02-01,1.04E-05
Champawat,10,5,Uttarakhand,2001-02-01,7.25E-06
Dehradun,5,5,Uttarakhand,2001-02-01,5.89E-06
Garhwal,6,5,Uttarakhand,2001-02-01,8.74E-06
Rudraprayag,3,5,Uttarakhand,2001-02-01,1.08E-05
Tehri Garhwal,4,5,Uttarakhand,2001-02-01,9.79E-06
Udham Singh Nagar,12,5,Uttarakhand,2001-02-01,5.12E-06
Uttarkashi,1,5,Uttarakhand,2001-02-01,9.35E-06
Nainital,11,5,Uttarakhand,2001-02-01,7.17E-06
Pithoragarh,7,5,Uttarakhand,2001-02-01,8.71E-06
Hisar,12,6,Haryana,2001-02-01,1.95E-06
Ambala,2,6,Haryana,2001-02-01,3.61E-06
Gurgaon,18,6,Haryana,2001-02-01,1.25E-06
Faridabad,19,6,Haryana,2001-02-01,1.57E-06
Fatehabad,10,6,Haryana,2001-02-01,2.57E-06
Rohtak,14,6,Haryana,2001-02-01,2.14E-06
Sirsa,11,6,Haryana,2001-02-01,2.24E-06
Sonipat,8,6,Haryana,2001-02-01,2.08E-06
Yamunanagar,3,6,Haryana,2001-02-01,2.79E-06
Jhajjar,15,6,Haryana,2001-02-01,1.89E-06
Mahendragarh,16,6,Haryana,2001-02-01,1.13E-06
Rewari,17,6,Haryana,2001-02-01,1.46E-06
Bhiwani,13,6,Haryana,2001-02-01,1.39E-06
Jind,9,6,Haryana,2001-02-01,2.43E-06
Kaithal,5,6,Haryana,2001-02-01,2.96E-06
Karnal,6,6,Haryana,2001-02-01,2.59E-06
Kurukshetra,4,6,Haryana,2001-02-01,3.17E-06
Panchkula,1,6,Haryana,2001-02-01,5.02E-06
Panipat,7,6,Haryana,2001-02-01,2.15E-06
Central,6,7,Delhi  & NCR,2001-02-01,2.16E-06
East,4,7,Delhi  & NCR,2001-02-01,2.22E-06
New Delhi,5,7,Delhi  & NCR,2001-02-01,2.16E-06
North,2,7,Delhi  & NCR,2001-02-01,2.18E-06
North East,3,7,Delhi  & NCR,2001-02-01,2.22E-06
North West,1,7,Delhi  & NCR,2001-02-01,2.24E-06
South,9,7,Delhi  & NCR,2001-02-01,2.10E-06
South West,8,7,Delhi  & NCR,2001-02-01,2.07E-06
West,7,7,Delhi  & NCR,2001-02-01,2.13E-06
Ajmer,21,8,Rajasthan,2001-02-01,5.41E-09
Banswara,28,8,Rajasthan,2001-02-01,0.00E+00
Barmer,17,8,Rajasthan,2001-02-01,3.94E-08
Bhilwara,24,8,Rajasthan,2001-02-01,0.00E+00
Bikaner,3,8,Rajasthan,2001-02-01,2.14E-07
Bharatpur,7,8,Rajasthan,2001-02-01,1.09E-07
Bundi,23,8,Rajasthan,2001-02-01,0.00E+00
Chittaurgarh,29,8,Rajasthan,2001-02-01,0.00E+00
Churu,4,8,Rajasthan,2001-02-01,4.64E-07
Dausa,11,8,Rajasthan,2001-02-01,2.83E-08
Dhaulpur,8,8,Rajasthan,2001-02-01,7.66E-08
Dungarpur,27,8,Rajasthan,2001-02-01,0.00E+00
Karauli,9,8,Rajasthan,2001-02-01,1.84E-08
Sirohi,19,8,Rajasthan,2001-02-01,2.99E-08
Tonk,22,8,Rajasthan,2001-02-01,6.62E-11
Sikar,13,8,Rajasthan,2001-02-01,7.05E-08
Alwar,6,8,Rajasthan,2001-02-01,3.25E-07
Udaipur,26,8,Rajasthan,2001-02-01,1.68E-08
Ganganagar,1,8,Rajasthan,2001-02-01,7.97E-07
Hanumangarh,2,8,Rajasthan,2001-02-01,1.28E-06
Baran,31,8,Rajasthan,2001-02-01,1.26E-10
Jaipur,12,8,Rajasthan,2001-02-01,3.89E-08
Jaisalmer,16,8,Rajasthan,2001-02-01,1.55E-08
Jalor,18,8,Rajasthan,2001-02-01,7.57E-08
Jhalawar,32,8,Rajasthan,2001-02-01,0.00E+00
Jhunjhunun,5,8,Rajasthan,2001-02-01,4.48E-07
Jodhpur,15,8,Rajasthan,2001-02-01,5.03E-07
Kota,30,8,Rajasthan,2001-02-01,0.00E+00
Nagaur,14,8,Rajasthan,2001-02-01,6.98E-08
Pali,20,8,Rajasthan,2001-02-01,2.79E-07
Rajsamand,25,8,Rajasthan,2001-02-01,8.96E-08
Sawai Madhopur,10,8,Rajasthan,2001-02-01,0.00E+00
Hathras,13,9,Uttar Pradesh,2001-02-01,2.04E-07
Auraiya,32,9,Uttar Pradesh,2001-02-01,1.58E-07
Azamgarh,61,9,Uttar Pradesh,2001-02-01,2.74E-06
Budaun,19,9,Uttar Pradesh,2001-02-01,1.36E-06
Agra,15,9,Uttar Pradesh,2001-02-01,1.22E-07
Aligarh,12,9,Uttar Pradesh,2001-02-01,6.25E-07
Allahabad,45,9,Uttar Pradesh,2001-02-01,3.47E-06
Ambedkar Nagar,48,9,Uttar Pradesh,2001-02-01,1.78E-06
Bareilly,20,9,Uttar Pradesh,2001-02-01,2.21E-06
Bijnor,3,9,Uttar Pradesh,2001-02-01,5.88E-06
Basti,55,9,Uttar Pradesh,2001-02-01,1.69E-06
Baghpat,8,9,Uttar Pradesh,2001-02-01,1.99E-06
Bahraich,50,9,Uttar Pradesh,2001-02-01,2.25E-06
Ballia,63,9,Uttar Pradesh,2001-02-01,1.27E-06
Balrampur,52,9,Uttar Pradesh,2001-02-01,2.14E-06
Banda,40,9,Uttar Pradesh,2001-02-01,2.58E-07
Barabanki,46,9,Uttar Pradesh,2001-02-01,1.78E-06
Chitrakoot,41,9,Uttar Pradesh,2001-02-01,4.65E-07
Chandauli,66,9,Uttar Pradesh,2001-02-01,4.28E-06
Deoria,60,9,Uttar Pradesh,2001-02-01,1.65E-06
Etah,17,9,Uttar Pradesh,2001-02-01,4.93E-07
Kanpur Dehat,33,9,Uttar Pradesh,2001-02-01,5.00E-07
Etawah,31,9,Uttar Pradesh,2001-02-01,1.50E-07
Faizabad,47,9,Uttar Pradesh,2001-02-01,1.77E-06
Ghazipur,65,9,Uttar Pradesh,2001-02-01,3.38E-06
Gonda,53,9,Uttar Pradesh,2001-02-01,1.66E-06
Gorakhpur,58,9,Uttar Pradesh,2001-02-01,1.69E-06
Farrukhabad,29,9,Uttar Pradesh,2001-02-01,1.19E-06
Fatehpur,42,9,Uttar Pradesh,2001-02-01,5.06E-07
Firozabad,16,9,Uttar Pradesh,2001-02-01,1.51E-07
Hamirpur,38,9,Uttar Pradesh,2001-02-01,6.16E-07
Hardoi,25,9,Uttar Pradesh,2001-02-01,1.35E-06
Shrawasti,51,9,Uttar Pradesh,2001-02-01,2.21E-06
Saharanpur,1,9,Uttar Pradesh,2001-02-01,2.66E-06
Sitapur,24,9,Uttar Pradesh,2001-02-01,1.71E-06
Sultanpur,49,9,Uttar Pradesh,2001-02-01,2.12E-06
Sonbhadra,70,9,Uttar Pradesh,2001-02-01,8.87E-06
Siddharthnagar,54,9,Uttar Pradesh,2001-02-01,2.06E-06
Unnao,26,9,Uttar Pradesh,2001-02-01,1.41E-06
Varanasi,67,9,Uttar Pradesh,2001-02-01,5.20E-06
Bulandshahr,11,9,Uttar Pradesh,2001-02-01,1.73E-06
Gautam Buddha Nagar,10,9,Uttar Pradesh,2001-02-01,2.05E-06
Ghaziabad,9,9,Uttar Pradesh,2001-02-01,2.40E-06
Jalaun,35,9,Uttar Pradesh,2001-02-01,2.69E-07
Jaunpur,64,9,Uttar Pradesh,2001-02-01,5.06E-06
Jhansi,36,9,Uttar Pradesh,2001-02-01,7.55E-07
Jyotiba Phule Nagar,6,9,Uttar Pradesh,2001-02-01,2.30E-06
Kannauj,30,9,Uttar Pradesh,2001-02-01,4.97E-07
Kanpur Nagar,34,9,Uttar Pradesh,2001-02-01,1.12E-06
Kaushambi,44,9,Uttar Pradesh,2001-02-01,3.82E-07
Kheri,23,9,Uttar Pradesh,2001-02-01,4.64E-06
Mirzapur,69,9,Uttar Pradesh,2001-02-01,8.32E-06
Moradabad,4,9,Uttar Pradesh,2001-02-01,2.66E-06
Muzaffarnagar,2,9,Uttar Pradesh,2001-02-01,2.22E-06
Rae Bareli,28,9,Uttar Pradesh,2001-02-01,1.68E-06
Kushinagar,59,9,Uttar Pradesh,2001-02-01,2.46E-06
Lucknow,27,9,Uttar Pradesh,2001-02-01,1.70E-06
Lalitpur,37,9,Uttar Pradesh,2001-02-01,1.66E-06
Mahrajganj,57,9,Uttar Pradesh,2001-02-01,1.95E-06
Mahoba,39,9,Uttar Pradesh,2001-02-01,1.26E-06
Mainpuri,18,9,Uttar Pradesh,2001-02-01,4.80E-07
Mathura,14,9,Uttar Pradesh,2001-02-01,1.76E-07
Mau,62,9,Uttar Pradesh,2001-02-01,2.26E-06
Meerut,7,9,Uttar Pradesh,2001-02-01,2.48E-06
Pilibhit,21,9,Uttar Pradesh,2001-02-01,4.20E-06
Pratapgarh,43,9,Uttar Pradesh,2001-02-01,1.81E-06
Rampur,5,9,Uttar Pradesh,2001-02-01,2.54E-06
Sant Ravidas Nagar Bhadohi,68,9,Uttar Pradesh,2001-02-01,6.30E-06
Sant Kabir Nagar,56,9,Uttar Pradesh,2001-02-01,1.72E-06
Shahjahanpur,22,9,Uttar Pradesh,2001-02-01,2.79E-06
Araria,7,10,Bihar,2001-02-01,1.42E-07
Aurangabad,34,10,Bihar,2001-02-01,1.56E-06
Banka,23,10,Bihar,2001-02-01,2.33E-07
Bhagalpur,22,10,Bihar,2001-02-01,8.15E-07
Begusarai,20,10,Bihar,2001-02-01,2.80E-07
Saran,17,10,Bihar,2001-02-01,9.87E-07
Katihar,10,10,Bihar,2001-02-01,1.06E-06
Darbhanga,13,10,Bihar,2001-02-01,4.09E-07
Gopalganj,15,10,Bihar,2001-02-01,3.20E-06
Sheikhpura,26,10,Bihar,2001-02-01,1.07E-06
Sheohar,3,10,Bihar,2001-02-01,2.57E-06
Saharsa,12,10,Bihar,2001-02-01,5.08E-08
Sitamarhi,4,10,Bihar,2001-02-01,2.26E-06
Siwan,16,10,Bihar,2001-02-01,2.93E-06
Supaul,6,10,Bihar,2001-02-01,9.74E-08
Vaishali,18,10,Bihar,2001-02-01,1.26E-06
Kaimur (Bhabua),31,10,Bihar,2001-02-01,5.14E-06
Gaya,35,10,Bihar,2001-02-01,1.57E-06
Bhojpur,29,10,Bihar,2001-02-01,4.49E-07
Buxar,30,10,Bihar,2001-02-01,1.37E-06
Jehanabad,33,10,Bihar,2001-02-01,9.39E-07
Rohtas,32,10,Bihar,2001-02-01,3.48E-06
Jamui,37,10,Bihar,2001-02-01,2.51E-07
Kishanganj,8,10,Bihar,2001-02-01,9.53E-07
Muzaffarpur,14,10,Bihar,2001-02-01,1.33E-06
Purnia,9,10,Bihar,2001-02-01,1.21E-06
Khagaria,21,10,Bihar,2001-02-01,6.48E-08
Madhubani,5,10,Bihar,2001-02-01,5.60E-07
Lakhisarai,25,10,Bihar,2001-02-01,2.56E-07
Madhepura,11,10,Bihar,2001-02-01,2.38E-07
Purba Champaran,2,10,Bihar,2001-02-01,3.29E-06
Munger,24,10,Bihar,2001-02-01,7.88E-08
Nalanda,27,10,Bihar,2001-02-01,1.25E-06
Nawada,36,10,Bihar,2001-02-01,1.04E-06
Pashchim Champaran,1,10,Bihar,2001-02-01,1.92E-06
Patna,28,10,Bihar,2001-02-01,9.44E-07
Samastipur,19,10,Bihar,2001-02-01,7.57E-07
East,4,11,Sikkim,2001-02-01,2.42E-06
South,3,11,Sikkim,2001-02-01,2.66E-06
West,2,11,Sikkim,2001-02-01,2.84E-06
North,1,11,Sikkim,2001-02-01,2.29E-06
Changlang,12,12,Arunanchal Pradesh,2001-02-01,8.21E-06
Dibang Valley,10,12,Arunanchal Pradesh,2001-02-01,3.99E-06
East Kameng,3,12,Arunanchal Pradesh,2001-02-01,2.46E-06
East Siang,8,12,Arunanchal Pradesh,2001-02-01,7.42E-06
Tawang,1,12,Arunanchal Pradesh,2001-02-01,2.93E-07
Tirap,13,12,Arunanchal Pradesh,2001-02-01,1.08E-05
West Kameng,2,12,Arunanchal Pradesh,2001-02-01,1.39E-06
West Siang,7,12,Arunanchal Pradesh,2001-02-01,5.52E-06
Upper Siang,9,12,Arunanchal Pradesh,2001-02-01,2.79E-06
Upper Subansiri,6,12,Arunanchal Pradesh,2001-02-01,2.86E-06
Lohit,11,12,Arunanchal Pradesh,2001-02-01,6.09E-06
Lower Subansiri,5,12,Arunanchal Pradesh,2001-02-01,3.14E-06
Papum Pare,4,12,Arunanchal Pradesh,2001-02-01,5.32E-06
Tuensang,2,13,Nagaland,2001-02-01,1.07E-05
Wokha,5,13,Nagaland,2001-02-01,1.07E-05
Zunheboto,4,13,Nagaland,2001-02-01,1.07E-05
Dimapur,6,13,Nagaland,2001-02-01,1.04E-05
Kohima,7,13,Nagaland,2001-02-01,1.00E-05
Mokokchung,3,13,Nagaland,2001-02-01,1.17E-05
Mon,1,13,Nagaland,2001-02-01,1.18E-05
Phek,8,13,Nagaland,2001-02-01,9.52E-06
Bishnupur,4,14,Manipur,2001-02-01,7.18E-06
Chandel,9,14,Manipur,2001-02-01,6.22E-06
Churachandpur,3,14,Manipur,2001-02-01,6.88E-06
Tamenglong,2,14,Manipur,2001-02-01,9.42E-06
Thoubal,5,14,Manipur,2001-02-01,7.43E-06
Ukhrul,8,14,Manipur,2001-02-01,9.14E-06
Imphal East,7,14,Manipur,2001-02-01,8.27E-06
Imphal West,6,14,Manipur,2001-02-01,9.29E-06
Senapati (Excl. 3 sub-divisions),1,14,Manipur,2001-02-01,9.19E-06
Aizawl,3,15,Mizoram,2001-02-01,5.81E-06
Champhai,4,15,Mizoram,2001-02-01,2.79E-06
Kolasib,2,15,Mizoram,2001-02-01,9.91E-06
Mamit,1,15,Mizoram,2001-02-01,5.86E-06
Lunglei,6,15,Mizoram,2001-02-01,2.43E-06
Lawngtlai,7,15,Mizoram,2001-02-01,8.77E-07
Saiha,8,15,Mizoram,2001-02-01,6.87E-07
Serchhip,5,15,Mizoram,2001-02-01,3.64E-06
Dhalai,3,16,Tripura,2001-02-01,5.06E-06
South Tripura,2,16,Tripura,2001-02-01,2.62E-06
West Tripura,1,16,Tripura,2001-02-01,3.67E-06
North Tripura,4,16,Tripura,2001-02-01,8.29E-06
East Garo Hills,2,17,Meghalaya,2001-02-01,4.27E-06
East Khasi Hills,6,17,Meghalaya,2001-02-01,1.01E-05
Ri Bhoi,5,17,Meghalaya,2001-02-01,7.51E-06
South Garo Hills,3,17,Meghalaya,2001-02-01,5.32E-06
West Garo Hills,1,17,Meghalaya,2001-02-01,2.39E-06
